Name|Sp|Vmag|B-V|Mv|_RA.icrs|_DE.icrs
NN 3117 |dM2         | 11.37|     |10.50|01 51 51.3|+64 26 02
NN 3118 |DA6         | 14.50|     |13.60|01 51 51.3|+64 25 50
NN 3119 |m           | 14.60|     |14.60|01 51 04.2|-06 07 10
NN 3120 |M4          | 13.90|     |12.64|01 51 23.8|+21 23 37
NN 3121 |DA3         | 12.44| 0.06|11.37|01 52 02.8|+47 00 07
Gl 78   |M3.5        | 11.80| 1.50|11.47|01 51 48.7|-10 48 16
Gl 78.1 |F6 IV       |  3.42| 0.48| 2.06|01 53 04.5|+29 34 46
NN 3122 |G5          |  8.48| 1.01| 6.60|01 54 06.2|+66 10 31
Gl 79   |K5/M0 V     |  8.90| 1.41| 8.51|01 52 48.8|-22 26 08
Gl 80   |A5 V        |  2.64| 0.13| 1.49|01 54 38.1|+20 48 31
Gl 81   |G5 IV       |  3.70| 0.85| 2.39|01 55 57.7|-51 36 30
Gl 81   |            | 10.70|     | 9.40|01 55 57.7|-51 36 30
Gl 81.1 |G5 IV       |  6.42| 0.82| 4.00|01 57 09.6|-10 14 35
Gl 81.1 |m           | 11.21| 1.38| 8.80|01 57 11.6|-10 14 59
Gl 81.2 |K5 V        |  8.60| 1.16| 7.38|01 56 31.9|-60 13 37
Gl 81.3 |F8 V        |  6.10| 0.48| 4.11|01 57 00.3|-51 45 59
Gl 82   |dM4  e      | 12.21| 1.56|11.68|01 59 22.9|+58 31 17
Gl 82.1 |dG7         |  7.14| 0.78| 5.68|01 59 06.1|+33 12 33
GJ 1041 |k-m         | 10.98| 1.52|10.82|01 59 12.7|+03 31 02
GJ 1041 |m           | 14.00|     |13.80|01 59 12.7|+03 31 02
NN 3123 |m           | 13.01|     |11.07|02 00 02.8|+43 45 30
NN 3124 |m           | 13.93|     |11.94|02 00 07.5|+36 39 42
Gl 83   |F0 V        |  2.86| 0.28| 0.85|01 58 46.6|-61 34 14
NN 3125 |m           | 14.12| 1.90|14.01|02 01 54.3|+73 32 30
Gl 83.1 |dM8  e      | 12.28| 1.80|14.03|02 00 13.2|+13 03 07
NN 3126 |M4          | 11.03| 1.54|11.03|02 01 35.1|+63 46 10
NN 3127 |m           | 14.10|     |12.20|02 00 47.4|-10 21 20
Wo 9067 |K4          | 10.62| 1.22| 7.69|02 02 02.9|+03 56 15
Wo 9067 |M1.5        | 12.40|     | 9.50|02 02 02.9|+03 56 27
NN 3128 |m           | 15.61| 2.02|15.86|02 02 14.6|+10 20 11
NN 3129 |dM5  :      | 14.27|     |13.09|02 02 44.4|+13 34 37
NN 3130 |G5          |  8.36|     | 7.82|02 03 46.7|+35 35 28
NN 3131 |M3          | 11.21| 1.46|10.60|02 03 20.7|-21 13 45
Gl 83.4 |G3 V        |  7.31| 0.69| 5.15|02 03 55.5|-45 24 47
Gl 83.4 |            | 11.50|     | 9.30|02 03 55.5|-45 24 47
NN 3132 |m           | 13.90|     |12.20|02 04 27.6|-01 52 57
NN 3133 |K0 V        |  7.78|     | 5.90|02 04 59.1|-15 40 42
Gl 84   |M3          | 10.19| 1.51|10.55|02 05 04.3|-17 36 54
Gl 84.1 |M0.5        | 10.92| 1.40| 9.28|02 05 23.6|-28 04 09
Gl 84.1 |M3.5        | 12.80| 1.50|11.16|02 05 24.6|-28 03 15
NN 3134 |m           | 14.31|     |12.72|02 07 10.3|+64 17 14
NN 3135 |M3.5        | 12.15|     |11.21|02 05 49.5|-30 10 37
Gl 84.2 |dM0         | 10.28| 1.49| 8.99|02 06 57.9|+45 11 06
Gl 84.2 |            | 14.20|     |12.90|02 06 57.9|+45 11 06
Gl 84.3 |K2 IIIab    |  2.00| 1.15| 0.34|02 07 10.5|+23 27 44
Wo 9073 |G2 V        |  6.90| 0.61| 4.43|02 07 34.5|-00 37 03
Wo 9073 |K4          | 10.52| 1.24| 8.05|02 07 32.5|-00 35 52
NN 3136 |M5  :       | 12.47| 1.54|11.70|02 08 54.1|+49 26 58
NN 3137 |m           | 12.89|     |11.34|02 29 21.5|+88 24 09
Gl 85   |m           | 11.52| 1.53| 9.97|02 07 23.2|-66 34 10
NN 3138 |K7          | 10.95|     | 8.96|02 09 11.2|-16 20 40
Gl 85.1 |M3          | 13.74| 1.48|12.00|02 10 04.7|+35 25 44
NN 3139 |M3          | 11.82| 1.54|10.80|02 09 36.4|-14 21 32
NN 3140 |dM4         | 12.72|     |12.50|02 10 13.9|+11 32 03
GJ 1042 |DZ7         | 14.52| 0.33|13.38|02 11 21.1|+39 55 17
Gl 86   |K0 V        |  6.12| 0.82| 5.88|02 10 26.1|-50 49 26
Gl 87   |dM2.5       | 10.06| 1.44| 9.75|02 12 21.0|+03 34 28
GJ 1043 |F5 V        |  5.27| 0.43| 3.44|02 12 48.3|+21 12 38
NN 3141 |m           | 12.25|     |10.99|02 11 18.7|-63 14 14
Gl 87.1 |F8 V        |  5.67| 0.56| 3.33|02 12 47.4|-02 23 38
Gl 87.1 |G5 V        |  7.74| 0.68| 5.40|02 12 46.4|-02 23 49
NN 3142 |m           | 13.50|     |12.40|02 12 54.5|+00 00 14
Gl 88   |M0          | 11.09| 1.47| 9.10|02 12 50.8|-17 41 13
Gl 89   |A2 Vn       |  5.28|-0.02| 4.30|02 12 54.1|-30 43 28
GJ 1044 |K7 V        |  9.88| 1.36| 8.24|02 13 10.7|-21 11 33
Gl 90   |K2 V        |  7.09| 0.90| 6.32|02 15 42.3|+67 40 17
Gl 91   |M2.5        | 10.32| 1.50|10.50|02 13 53.8|-32 02 30
GJ 1045 |m+          | 14.44| 1.62|12.82|02 15 00.5|+17 25 03
NN 3143 |m           | 13.58|     |12.40|02 15 34.2|+33 57 42
NN 3144 |DA6         | 14.54| 0.23|12.81|02 16 15.8|+39 51 25
NN 3145 |M3          | 13.00| 1.50|11.20|02 15 49.1|-12 40 25
Gl 91.2 |K3 V        |  8.42| 1.02| 6.64|02 15 46.3|-18 14 27
Gl 91.2 |K           |  9.10|     | 7.30|02 15 46.3|-18 14 27
Gl 91.3 |DC9         | 16.20| 0.72|14.73|02 16 58.0|+42 57 59
NN 3146 |m           | 15.79| 1.98|16.15|02 16 31.4|+13 35 38
Gl 92   |G0 Ve       |  4.87| 0.61| 4.83|02 17 03.6|+34 13 28
NN 3147 |m+          | 15.99|     |15.91|02 17 10.4|+35 26 32
NN 3148 |M4          | 12.00|     |11.70|02 16 40.9|-30 59 19
NN 3149 |M4          | 13.00|     |13.00|02 16 34.9|-30 58 07
Gl 92.1 |K1 V        |  8.27| 0.92| 6.33|02 18 24.4|+56 33 38
Gl 92.2 |M3          | 13.49| 1.53|11.80|02 18 12.6|+44 16 06
Gl 93   |m           | 11.43| 1.41|10.75|02 17 34.7|-53 59 22
Gl 94   |M3.5        | 12.55| 1.47|11.24|02 19 03.2|+35 21 08
NN 3150 |m           | 14.17|     |12.53|02 19 02.4|+23 52 48
Gl 95   |G5 V        |  6.34| 0.73| 5.87|02 18 58.5|-25 56 45
GJ 1046 |M3          | 11.62| 1.50|10.70|02 19 10.1|-36 46 41
NN 3151 |m           | 12.68|     |10.69|02 20 25.6|+37 47 28
NN 3152 |k           | 16.70|     |14.70|02 20 25.6|+37 47 28
GJ 1047 |m           | 14.05| 1.68|12.38|02 21 04.3|+36 53 01
GJ 1047 |m           | 14.05|     |12.38|02 21 04.3|+36 53 01
GJ 1047 |m           | 14.26| 1.70|12.59|02 21 02.3|+36 52 43
NN 3153 |m           | 14.78| 1.69|12.80|02 20 46.1|+02 58 29
NN 3154 |K3/4 V      |  8.74| 1.04| 6.80|02 20 42.5|-39 02 02
Gl 96   |dM1.5e      |  9.41| 1.49| 9.10|02 22 14.2|+47 52 48
Wo 9079 |K3 V        |  8.81| 0.93| 6.34|02 21 23.8|-30 56 03
NN 3155 |K0          |  8.98| 1.08| 6.99|02 21 44.1|-06 52 47
Gl 97   |G1 V        |  5.20| 0.60| 4.80|02 22 32.3|-23 49 01
Gl 97.1 |A3 Vn       |  4.08| 0.03| 2.50|02 21 44.9|-68 39 34
NN 3156 |m           | 11.62|     | 9.58|02 24 46.2|+25 58 32
NN 3157 |m           | 14.05|     |12.63|02 25 38.0|+37 32 33
Wo 9082 |G9          |  7.95| 0.81| 5.73|02 26 01.9|+05 46 47
Gl 98   |K7 V        |  9.36| 1.39| 8.28|02 27 46.2|+04 25 53
Gl 98   |K7 V        |  9.50|     | 8.40|02 27 46.2|+04 25 53
NN 3158 |m           | 17.46| 2.06|15.73|02 28 05.9|+03 10 41
NN 3159 |m           | 13.05|     |11.22|02 28 17.6|+01 26 29
Gl 99   |dM0  pJ     | 10.20| 1.36| 7.74|02 28 46.5|+32 15 35
Gl 99   |            | 10.50|     | 8.00|02 28 46.5|+32 15 35
Gl 99.1 |G0 V        |  5.88| 0.58| 3.39|02 28 48.5|+29 55 55
NN 3160 |M1          | 12.01| 1.57|10.75|02 28 54.4|+12 05 24
Gl 100  |K4 V        |  8.86| 1.18| 7.31|02 29 02.4|-19 58 46
Gl 100  |            | 11.40|     | 9.90|02 29 02.4|-19 58 46
Gl 100  |M3          | 12.85| 1.61|11.30|02 28 33.2|-20 02 18
Gl 100.1|DA3         | 12.79|-0.04|11.06|02 30 16.7|+05 15 53
Gl 101  |M3.5        | 13.21| 1.52|12.10|02 31 27.3|+57 22 47
Wo 9083 |K3 III      |  5.25| 1.27| 3.30|02 31 30.4|+02 16 02
Gl 101.1|m           | 11.27| 1.03|10.30|02 31 08.5|-46 41 24
NN 3161 |F8 V        |  6.02| 0.54| 4.24|02 32 54.6|+15 02 07
NN 3162 |DC          | 15.76| 0.75|14.81|02 32 38.5|-14 11 53
NN 3163 |G5          |  8.89| 1.15| 6.90|02 32 59.4|+07 53 18
Gl 102  |M4          | 12.96| 1.70|13.01|02 33 36.9|+24 55 29
NN 3164 |m           | 13.62|     |11.68|02 33 59.7|+41 46 49
NN 3165 |M3.5        | 13.76| 1.63|11.70|02 33 47.2|+15 00 16
Gl 103  |K7 Ve       |  8.85| 1.39| 8.55|02 34 22.1|-43 47 45
NN 3166 |M3  e       | 13.71| 1.58|12.12|02 35 21.8|+23 34 04
NN 3167 |K4 V        |  8.90| 1.04| 6.96|02 32 59.0|-72 41 13
Wo 9085 |G5 IV       |  6.82| 0.67| 4.96|02 35 19.6|-03 33 36
NN 3168 |m           | 13.22|     |11.34|02 36 27.8|+55 28 37
Gl 104  |dM2         | 10.66| 1.51| 9.85|02 35 52.9|+20 13 14
Gl 105  |K3 V        |  5.82| 0.98| 6.38|02 36 04.8|+06 53 15
Gl 105  |dM4.5       | 11.66| 1.60|12.22|02 36 15.8|+06 52 14
GJ 1048 |K2 V        |  8.43| 1.08| 6.92|02 36 00.8|-23 31 15
NN 3169 |M3          | 13.63|     |11.69|02 36 47.6|+32 04 22
NN 3170 |M3.5        | 13.90|     |12.00|02 36 47.6|+32 04 22
Wo 9086 |G0          | 11.99| 0.55|10.10|02 35 54.6|-47 39 57
Wo 9087 |K3          |  8.10| 0.95| 6.51|02 36 41.5|-03 09 21
NN 3171 |M5  e       | 16.00|     |14.41|02 37 02.8|+06 53 59
NN 3172 |m           | 15.16| 1.67|13.20|02 37 29.7|+00 21 20
Gl 105.1|G5 IV       |  5.78| 0.65| 4.49|02 36 58.6|-34 34 44
Wo 9089 |G1 V        |  7.34| 0.60| 4.80|02 38 28.0|+30 49 00
NN 3173 |DA8         | 15.09| 0.44|13.94|02 38 30.6|+06 37 43
NN 3174 |m           | 14.27|     |12.54|02 39 17.7|+07 28 17
Gl 105.3|G2 V-VI     |  8.76| 0.60| 7.10|02 39 09.3|-26 19 05
Gl 105.4|F5 V        |  5.50| 0.44| 4.68|02 39 34.2|-11 52 19
Gl 105.4|F5 V        |  5.60|     | 4.80|02 39 34.2|-11 52 19
GJ 1049 |M0 Ve       |  9.65| 1.39| 9.08|02 39 00.7|-58 11 12
GJ 1050 |m           | 11.75| 1.52|10.85|02 39 50.9|-34 08 01
NN 3175 |F8 V        |  5.78| 0.52| 4.05|02 40 12.1|-09 27 13
Gl 105.5|dM0  p      |  9.52| 1.20| 7.69|02 40 42.5|+01 11 55
Wo 9094 |G0 V        |  8.02| 0.56| 4.63|02 40 39.0|-30 08 07
Gl 105.6|F9 V        |  4.92| 0.59| 3.07|02 42 14.9|+40 11 36
Gl 106  |dK4         |  8.28| 1.07| 6.94|02 43 20.5|+19 25 48
Gl 106.1|A3 V        |  3.56| 0.09| 1.92|02 43 17.6|+03 14 11
Gl 106.1|dF3         |  6.30|     | 4.70|02 43 17.6|+03 14 11
Gl 106.1|K5          | 10.16| 1.36| 8.28|02 42 29.8|+03 22 30
Gl 107  |F7 V        |  4.13| 0.49| 3.63|02 44 11.7|+49 13 42
Gl 107  |M1 V        | 10.06| 1.48| 9.56|02 44 11.7|+49 13 42
Gl 108  |G3 IV       |  5.41| 0.56| 4.58|02 42 33.2|-50 48 00
NN 3176 |M3.5        | 13.10|     |11.40|02 42 55.9|-38 56 12
Gl 109  |dM3.5       | 10.57| 1.56|11.06|02 44 15.6|+25 31 21
GJ 1051 |M2.5        | 11.92| 1.46|10.70|02 43 50.9|-08 50 19
NN 3177 |G5 V        |  7.12|     | 5.74|02 44 12.7|-36 18 28
Wo 9099 |F0 IV       |  4.27| 0.31| 2.70|02 44 56.4|+10 06 54
NN 3178 |K6          | 10.85| 1.40| 9.21|02 45 39.2|+44 56 54
NN 3179 |m           | 15.00|     |13.00|02 45 41.3|+44 57 06
Gl 111  |F6 V        |  4.46| 0.48| 3.78|02 45 06.1|-18 34 22
Gl 112  |K1 IV       |  7.88| 0.84| 6.48|02 46 15.7|+25 38 56
Gl 112.1|dK8         |  8.59| 1.28| 7.91|02 46 17.8|+11 46 30
NN 3180 |m           | 15.86| 1.50|14.79|02 46 14.5|-04 59 18
NN 3181 |M6          | 16.86| 2.02|15.98|02 46 34.8|+16 25 11
GJ 1052 |DA7         | 15.53| 0.36|13.92|02 46 30.5|-02 27 26
NN 3182 |DC9         | 15.32| 0.93|15.25|02 48 36.1|+54 23 12
Gl 113  |K1 Ve       |  7.61| 0.83| 5.92|02 48 09.4|+27 04 04
Gl 113  |m           | 16.50|     |14.80|02 48 09.4|+27 04 23
Gl 113.1|G9  e       |  6.76| 0.96| 6.22|02 48 43.4|+31 06 54
Gl 114  |dK6         |  8.90| 1.20| 7.35|02 50 36.5|+15 42 38
Gl 114.1|k-m         | 10.72| 1.51| 8.96|02 50 03.9|-53 08 31
NN 3183 |m           | 13.96|     |12.92|02 51 49.9|+29 29 15
Gl 115  |F8 V        |  8.17| 0.55| 7.13|02 50 41.8|-44 04 54
Gl 116  |dM0         |  9.55| 1.34| 8.67|02 52 06.4|+34 23 23
NN 3184 |dM3         | 13.19| 1.58|11.40|02 51 51.2|+06 13 42
NN 3185 |K5 V        |  9.16| 1.07| 7.12|02 53 18.9|+60 51 10
NN 3186 |dM0         | 11.11| 1.49| 9.69|02 52 24.8|+26 58 29
Gl 117  |K2 V        |  6.03| 0.87| 6.43|02 52 31.7|-12 46 12
NN 3187 |K1 V        |  8.09| 0.84| 5.99|02 52 19.4|-33 27 04
Gl 118  |m           | 11.38| 1.56|10.92|02 52 22.7|-63 40 46
NN 3188 |F4 V        |  5.59| 0.45| 3.71|02 55 57.1|+61 31 15
Gl 118.1|K3 V        |  8.23| 0.93| 6.40|02 54 02.7|-35 54 16
Gl 118.1|M3 :        | 13.10| 1.52|11.27|02 54 02.6|-35 54 52
Gl 118.2|dK2         |  7.60| 0.93| 6.22|02 55 39.0|+26 52 21
Gl 118.2|dM0         |  9.80| 1.40| 8.38|02 55 39.0|+26 52 21
Gl 118.2|m           | 13.86| 1.58|12.44|02 55 35.9|+26 52 15
Gl 119  |M1          | 10.48| 1.39| 8.74|02 56 34.5|+55 26 11
Gl 119  |M3          | 11.65| 1.42| 9.91|02 56 34.5|+55 26 29
Wo 9106 |K0          |  9.05| 0.81| 5.86|02 56 11.8|+13 54 49
Gl 120  |dM4         | 13.03| 1.56|11.38|02 57 31.5|+10 47 28
Gl 120.1|K1/2 V      |  8.03| 0.87| 6.25|02 57 14.1|-24 58 06
Gl 120.1|            |  8.20|     | 6.40|02 57 14.1|-24 58 06
Gl 120.1|K2 V        |  7.83| 0.95| 6.05|02 57 13.1|-24 58 31
NN 3189 |M2.5        | 12.67| 1.73|10.90|02 58 10.1|-12 53 04
GJ 2028 |DA6         | 14.08| 0.23|12.25|02 56 23.6|-70 22 04
NN 3190 |M3.5        | 13.04| 1.52|11.70|02 59 10.9|+36 36 41
NN 3191 |m           | 13.41|     |11.42|02 59 16.8|+31 46 24
Gl 120.2|G8 V        |  6.62| 0.72| 4.74|03 02 26.3|+26 36 32
Wo 9107 |G5 IV       |  5.88| 0.79| 3.86|03 01 37.4|-28 05 29
NN 3192 |M3          | 10.96| 1.69|11.55|03 01 50.4|-16 35 27
NN 3193 |M3          | 11.80|     |12.40|03 01 50.4|-16 35 27
NN 3194 |G4 V        |  6.62| 0.63| 4.89|03 04 10.0|+61 42 20
NN 3195 |M3          | 12.60|     |10.90|03 04 44.3|+61 44 11
Gl 121  |A4 IV       |  4.08| 0.16| 3.03|03 02 23.3|-23 37 30
Gl 121.1|m           | 11.80| 1.53|10.80|03 02 39.5|-18 09 43
Gl 121.2|dG5         |  8.09| 0.67| 6.55|03 03 39.1|-05 40 02
NN 3196 |k-m         | 13.37|     |11.78|03 03 40.6|-12 50 30
NN 3197 |k-m         | 13.50|     |11.91|03 03 47.6|-12 51 18
NN 3198 |M3          | 12.84| 1.59|11.90|03 04 04.6|-20 22 39
Gl 122  |dM0         |  9.82| 1.38| 8.39|03 09 05.4|+76 02 51
NN 3199 |K5          |  9.71| 1.19| 7.72|03 06 50.9|+40 21 30
Gl 123  |M0 V        |  9.09| 1.38| 8.11|03 06 26.6|+01 57 59
NN 3200 |G5 V        |  6.97| 0.65| 4.98|03 07 18.8|-13 45 44
NN 3201 |m           | 14.70| 1.50|12.70|03 08 23.6|+43 02 06
NN 3202 |dK7         | 10.87| 1.43| 8.99|03 07 33.4|-03 58 26
GJ 1053 |sdM6        | 14.64| 1.79|14.23|03 10 58.2|+73 46 18
Gl 124  |G0 V        |  4.05| 0.60| 3.88|03 09 04.3|+49 36 45
GJ 1054 |K7 V        | 10.24| 1.41| 8.55|03 07 55.2|-28 13 03
GJ 1054 |m+          | 13.09| 1.64|11.40|03 07 53.2|-28 14 09
NN 3203 |m           |  9.50|     | 8.70|03 08 05.3|-24 46 02
Gl 125  |dM1         | 10.15| 1.49| 9.57|03 09 30.6|+45 44 01
GJ 1055 |m           | 14.85| 1.72|14.48|03 09 00.3|+10 01 26
NN 3204 |M3          | 11.72| 1.50|10.13|03 10 27.1|+58 26 10
GJ 1056 |K5 V        |  9.35| 1.22| 7.71|03 08 22.6|-60 10 23
NN 3205 |dM4         | 11.88|     |10.50|03 10 15.4|+05 54 29
NN 3206 |dK8         | 10.12| 1.32| 8.53|03 11 52.3|+61 32 22
Gl 126  |m           | 11.52| 1.44|10.88|03 11 15.5|-46 31 06
NN 3207 |M3.5        | 11.51| 1.51|10.30|03 11 35.5|-38 47 19
Gl 127  |F7 IV       |  3.95| 0.51| 3.26|03 12 04.5|-28 59 14
Gl 127  |G7 V        |  6.70|     | 6.00|03 12 04.5|-28 59 14
Gl 127.1|DA3         | 11.40| 0.05|11.04|03 10 31.9|-68 35 58
Gl 127.1|            | 14.73| 0.62|14.37|03 10 31.9|-68 35 58
Gl 128  |F8 V        |  5.06| 0.57| 3.69|03 12 46.3|-01 11 45
Gl 128  |            | 11.50|     |10.10|03 12 46.3|-01 11 45
Gl 130  |M3          | 11.46| 1.56|10.40|03 12 30.0|-38 05 24
GJ 1057 |m           | 13.80| 1.82|14.16|03 13 22.5|+04 46 28
Wo 9111 |dM0         | 10.24| 1.26| 8.35|03 14 34.8|+52 20 51
NN 3208 |m           | 16.77| 2.15|15.90|03 14 12.1|+28 40 41
NN 3209 |M1          | 11.43| 1.49|10.10|03 14 44.4|+48 31 10
NN 3210 |DZ7         | 14.75| 0.52|14.55|03 12 43.0|-54 06 53
NN 3211 |            | 10.90|     |10.10|03 14 21.1|+00 39 14
Wo 9112 |K1 V        |  7.83| 0.86| 6.03|03 14 46.9|+08 58 52
NN 3212 |M0          | 11.63| 1.55| 9.64|03 14 37.2|-09 40 06
Gl 130.1|M1.5        | 10.92| 1.54|10.16|03 16 14.1|+58 10 03
Gl 130.1|M2          | 11.20|     |10.40|03 16 14.1|+58 10 03
Gl 131  |K7 V        |  9.15| 1.24| 7.97|03 14 44.7|-26 26 50
Gl 132  |G3 V        |  6.76| 0.58| 5.82|03 15 05.6|-45 39 31
NN 3213 |m           | 12.39|     |11.49|03 17 11.4|+45 22 20
Gl 133  |M2          | 11.20| 1.56|10.54|03 21 21.1|+79 58 01
NN 3214 |M3.5        | 13.33| 1.51|11.30|03 18 42.3|+60 36 24
NN 3215 |k           | 11.85| 1.45| 9.91|03 17 45.3|+25 15 08
Gl 134  |dM1.5e      | 10.28| 1.48| 9.32|03 18 07.5|+38 15 07
NN 3216 |m           | 11.33| 1.47| 9.45|03 18 36.9|+32 38 51
Gl 135  |G1.5 V      |  7.03| 0.66| 4.99|03 19 02.0|-02 50 37
Gl 136  |G2 V        |  5.54| 0.64| 5.40|03 17 46.4|-62 34 33
Gl 137  |G5 Ve       |  4.82| 0.68| 4.92|03 19 21.6|+03 22 13
Gl 138  |G1 V        |  5.24| 0.60| 4.95|03 18 12.5|-62 30 23
Gl 138.1|dG2         |  8.45| 0.68| 5.16|03 20 36.8|+09 02 01
Gl 138.1|k-m         | 15.13|     |11.84|03 20 41.8|+09 02 07
Gl 139  |G5 V        |  4.26| 0.71| 5.28|03 19 55.8|-43 04 11
NN 3217 |K3          |  9.07| 0.99| 6.66|03 21 55.3|+52 19 55
NN 3218 |M2          | 11.37| 1.50|10.37|03 21 47.7|-06 40 27
NN 3219 |K7          | 11.03| 1.43| 9.30|03 22 27.7|+27 09 19
NN 3220 |a           | 18.00|     |16.00|03 22 48.7|+27 08 36
GJ 1058 |m           | 14.78| 1.76|13.65|03 22 04.4|+02 56 29
GJ 1059 |m           | 15.33| 1.89|14.41|03 23 02.8|+42 00 28
NN 3221 |m           | 12.19| 1.56|10.88|03 23 22.5|+11 41 13
GJ 2030 |G2 V        |  6.19| 0.71| 4.89|03 23 17.6|-07 47 40
GJ 2030 |            | 12.30|     |11.00|03 23 17.6|-07 47 40
Gl 140  |dM0         | 10.64| 1.51| 9.53|03 24 06.1|+23 47 05
Gl 140  |            | 12.00|     |10.90|03 24 06.1|+23 47 05
Gl 140  |m           | 11.89| 1.50|10.78|03 24 13.1|+23 46 23
Gl 140.1|K5 V        |  8.47| 1.13| 6.69|03 23 16.3|-49 59 40
Gl 140.1|k           | 10.32| 1.39| 8.54|03 23 15.1|-49 59 45
NN 3222 |K0 V        |  6.92|     | 6.11|03 23 35.5|-40 04 37
Gl 141  |K5 V        |  7.86| 1.16| 6.97|03 25 00.0|-05 21 49
NN 3223 |DZ9         | 16.12| 0.80|15.08|03 25 10.9|-01 49 12
NN 3224 |m+          | 14.70|     |14.13|03 25 42.5|+05 51 52
NN 3225 |m           | 14.96|     |13.85|03 26 44.9|+19 14 34
Gl 141.2|G8 V        |  7.88| 0.71| 5.41|03 26 10.7|-30 37 05
NN 3226 |K7          | 10.45| 1.39| 8.46|03 27 37.8|+09 56 05
Gl 142  |K7 V        |  8.39| 1.33| 7.67|03 27 52.7|-19 48 17
NN 3227 |m           | 13.40|     |12.10|03 28 49.6|+26 29 14
Gl 143  |K5 V        |  8.00| 1.12| 6.90|03 26 59.0|-63 29 56
NN 3228 |m           | 14.28|     |12.45|03 28 38.7|-15 37 22
NN 3229 |m           | 14.37|     |12.54|03 28 38.7|-15 37 34
GJ 1060 |DA5         | 14.00|     |12.80|03 28 54.3|-27 18 42
GJ 1060 |sdM3        | 13.80|     |12.60|03 28 54.3|-27 18 48
Gl 143.1|M0 V        |  9.98| 1.42| 8.68|03 29 20.0|-11 40 39
NN 3230 |G5          |  8.32| 0.74| 6.60|03 30 30.6|+20 06 10
NN 3231 |dK6         | 10.75| 1.42| 9.03|03 30 30.6|+20 06 10
NN 3232 |K7 V        | 10.79| 1.39| 9.77|03 30 30.6|+20 05 53
Gl 143.2|F5 IV-V     |  4.71| 0.39| 3.49|03 29 22.8|-62 56 15
Gl 143.2|m           | 10.75| 1.42| 9.53|03 29 28.6|-62 56 46
Gl 143.3|sdM3        | 12.27| 1.55|10.82|03 31 46.3|+14 19 17
NN 3233 |G5          |  7.28|     | 6.34|03 32 19.9|+38 03 41
Gl 144  |K2 V        |  3.73| 0.88| 6.16|03 32 55.5|-09 27 31
Gl 145  |M3.5        | 11.48| 1.57|11.06|03 32 56.3|-44 42 08
NN 3234 |m           | 16.67| 1.94|14.41|03 34 57.2|+28 15 26
NN 3235 |k-m         | 13.10|     |12.20|03 34 39.5|-04 50 36
NN 3236 |m           | 14.17|     |12.53|03 37 14.3|+69 10 54
Gl 146  |K7 V        |  8.60| 1.31| 8.25|03 35 01.0|-48 25 07
NN 3237 |dM5  :      | 13.86|     |13.09|03 36 41.4|+03 29 28
GJ 1061 |M4.5        | 13.03| 1.90|14.90|03 36 00.0|-44 30 46
Gl 147  |F8 V        |  4.28| 0.57| 3.15|03 36 52.3|+00 24 08
NN 3238 |M3          | 13.05|     |11.17|03 36 06.8|-40 59 56
NN 3239 |g-k         | 12.74|     |10.91|03 37 32.7|+17 51 29
NN 3240 |g-k         | 13.29|     |11.46|03 37 33.7|+17 51 17
GJ 1062 |M2          | 13.01| 1.66|12.07|03 38 15.5|-11 29 11
NN 3241 |dM3.1       | 12.79|     |11.64|03 39 29.4|+24 58 04
NN 3242 |M3.5        | 12.70|     |11.36|03 39 35.5|+25 28 36
Wo 9119 |dK5         |  9.07| 1.06| 7.19|03 39 48.5|+33 28 23
Wo 9119 |            | 12.87| 1.49|10.99|03 39 47.5|+33 28 29
Wo 9120 |M3.5        | 13.10|     |11.50|03 39 40.5|+25 28 48
Gl 147.1|F9 V        |  6.68| 0.54| 5.04|03 40 21.9|-03 13 03
NN 3243 |m           | 11.95|     |10.88|03 38 14.8|-68 56 59
NN 3244 |K0          |  6.96| 0.96| 6.34|03 40 47.7|-02 19 58
Gl 148  |dM0  p      |  9.59| 1.37| 7.85|03 41 11.0|+03 36 42
NN 3245 |M0.5        | 12.91| 1.54|11.18|03 42 30.4|+12 31 16
NN 3246 |K4 V        |  9.07| 1.10| 7.19|03 41 44.4|-51 25 33
Gl 149  |K4          |  9.20| 1.13| 7.26|03 42 44.8|-24 28 02
Gl 149  |m           | 15.60|     |13.70|03 42 46.8|-24 27 44
Gl 150  |K0 IVe      |  3.53| 0.92| 3.60|03 43 14.9|-09 45 49
NN 3247 |m           | 14.70|     |13.80|03 43 22.8|-09 33 54
Gl 150.1|dM0         |  9.96| 1.45| 8.92|03 43 52.5|+16 40 18
Gl 150.1|dM0         | 10.81| 1.48| 9.77|03 43 45.5|+16 40 00
Gl 150.2|K0          |  7.71| 0.86| 5.98|03 44 48.4|+46 02 07
Wo 9124 |F8          | 10.66| 0.66| 8.90|03 44 16.2|+24 47 58
Wo 9125 |G0          | 10.81| 0.70| 9.20|03 44 16.2|+24 46 58
Wo 9126 |K2          |  8.85| 1.71| 7.40|03 44 20.2|+24 52 30
Wo 9127 |G3          | 11.09| 0.86| 9.43|03 44 22.2|+24 45 58
Gl 151  |DQ8         | 15.19| 0.31|13.94|03 44 34.6|+18 26 09
GJ 1063 |dK8         |  9.15| 1.18| 7.56|03 44 51.4|+11 55 10
Gl 152  |K0 V        |  6.99| 0.88| 5.92|03 44 08.9|-38 16 52
